"","X","session","site","habitat","octocoral","stony","relief_cm","species_order","family","binomial","species","size_bin","predator_presence","nocturnal","position","behavior","max_length","colouration","cryptic_behaviour","SVC_date","SVC_max_depth","SVC_area","SVC_abundance","SVC_density","pred_date","pred_depth","pred_area","pred_abundance","pred_density","SVC_pred_difference","total_density","log_difference","average_depth","colouration2","shape","fnt_group"
"104",115,157,"Dixie Ledge","Continuous",30,5,48.3461538461538,"Perciformes","Epinephelidae","Epinephelus striatus","nassau grouper","6",1,0,"demersal","solitary",100,"conspicuous",1,"2014-09-22",60,153.93804,0,0,"2014-09-22",51,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,55.5,"neutral","fusiform","carnivore"
"105",116,158,"KL-P6","Patch",50,10,54.5833333333333,"Anguilliformes","Muraenidae","Gymnothorax vicinus","purplemouth moray","6",1,0,"demersal","solitary",122,"none",1,"2014-09-22",20,78.53981634,0,0,"2014-09-22",20,399,1,0.0025062656641604,-0.0025062656641604,0.0025062656641604,-1.25455155777562,20,"neutral","anguilliform","carnivore"
"106",117,158,"KL-P6","Patch",50,10,54.5833333333333,"Anguilliformes","Muraenidae","Gymnothorax moringa","spotted moray","6",1,0,"benthic","solitary",200,"conspicuous",1,"2014-09-22",20,78.53981634,0,0,"2014-09-22",20,399,3,0.0075187969924812,-0.0075187969924812,0.0075187969924812,-2.14227513280625,20,"camouflage","anguilliform","carnivore"
"107",118,158,"KL-P6","Patch",50,10,54.5833333333333,"Perciformes","Epinephelidae","Mycteroperca microlepis","gag grouper","6",1,0,"demersal","solitary",145,"none",1,"2014-09-22",20,78.53981634,0,0,"2014-09-22",20,399,1,0.0025062656641604,-0.0025062656641604,0.0025062656641604,-1.25455155777562,20,"neutral","fusiform","carnivore"
"108",119,158,"KL-P6","Patch",50,10,54.5833333333333,"Perciformes","Epinephelidae","Epinephelus morio","red grouper","6",1,0,"demersal","solitary",125,"none",1,"2014-09-22",20,78.53981634,0,0,"2014-09-22",20,399,1,0.0025062656641604,-0.0025062656641604,0.0025062656641604,-1.25455155777562,20,"neutral","fusiform","carnivore"
"111",122,159,"KL-P7","Patch",70,10,56.2777777777778,"Perciformes","Epinephelidae","Mycteroperca bonaci","black grouper","6",1,0,"demersal","solitary",152,"none",1,"2014-09-22",20,78.53981634,1,0.0127323954473103,"2014-09-22",15,1606.5,1,0.000622471210706505,0.0121099242366038,0.0133548666580168,2.13580724703149,17.5,"neutral","fusiform","carnivore"
"113",125,159,"KL-P7","Patch",70,10,56.2777777777778,"Perciformes","Epinephelidae","Epinephelus morio","red grouper","5",1,0,"demersal","solitary",125,"none",1,"2014-09-22",20,78.53981634,0,0,"2014-09-22",15,1606.5,1,0.000622471210706505,-0.000622471210706505,0.000622471210706505,-0.483950425652247,17.5,"neutral","fusiform","carnivore"
"114",126,159,"KL-P7","Patch",70,10,56.2777777777778,"Perciformes","Epinephelidae","Epinephelus morio","red grouper","6",1,0,"demersal","solitary",125,"none",1,"2014-09-22",20,78.53981634,0,0,"2014-09-22",15,1606.5,3,0.00186741363211951,-0.00186741363211951,0.00186741363211951,-1.05341044999307,17.5,"neutral","fusiform","carnivore"
"116",128,160,"KL-P8","Patch",60,10,41.84375,"Perciformes","Epinephelidae","Mycteroperca bonaci","black grouper","6",1,0,"demersal","solitary",152,"none",1,"2014-09-22",12,78.53981634,1,0.0127323954473103,"2014-09-22",11,3990,0,0,0.0127323954473103,0.0127323954473103,2.61975767268374,11.5,"neutral","fusiform","carnivore"
"117",129,160,"KL-P8","Patch",60,10,41.84375,"Perciformes","Epinephelidae","Epinephelus morio","red grouper","6",1,0,"demersal","solitary",125,"none",1,"2014-09-22",12,78.53981634,1,0.0127323954473103,"2014-09-22",11,3990,1,0.00025062656641604,0.0124817688808942,0.0129830220137263,2.39611299382208,11.5,"neutral","fusiform","carnivore"
"119",132,160,"KL-P8","Patch",60,10,41.84375,"Scorpaeniformes","Scorpaenidae","Pterois volitans","lionfish","4",1,1,"demersal","solitary",45.7,"conspicuous",1,"2014-09-22",12,78.53981634,0,0,"2014-09-22",11,3990,5,0.0012531328320802,-0.0012531328320802,0.0012531328320802,-0.812321617581756,11.5,"neutral","fusiform","carnivore"
"120",133,160,"KL-P8","Patch",60,10,41.84375,"Scorpaeniformes","Scorpaenidae","Pterois volitans","lionfish","5",1,1,"demersal","solitary",45.7,"conspicuous",1,"2014-09-22",12,78.53981634,0,0,"2014-09-22",11,3990,1,0.00025062656641604,-0.00025062656641604,0.00025062656641604,-0.223644678861655,11.5,"neutral","fusiform","carnivore"
"121",134,160,"KL-P8","Patch",60,10,41.84375,"Perciformes","Epinephelidae","Epinephelus morio","red grouper","5",1,0,"demersal","solitary",125,"none",1,"2014-09-22",12,78.53981634,0,0,"2014-09-22",11,3990,2,0.00050125313283208,-0.00050125313283208,0.00050125313283208,-0.406300181225586,11.5,"neutral","fusiform","carnivore"
"122",135,160,"KL-P8","Patch",60,10,41.84375,"Anguilliformes","Muraenidae","Gymnothorax moringa","spotted moray","6",1,0,"benthic","solitary",200,"conspicuous",1,"2014-09-22",12,78.53981634,0,0,"2014-09-22",11,3990,1,0.00025062656641604,-0.00025062656641604,0.00025062656641604,-0.223644678861655,11.5,"camouflage","anguilliform","carnivore"
"123",136,161,"KL-W7","Continuous",50,10,52.8076923076923,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","2",1,1,"demersal","solitary",33,"conspicuous",1,"2014-09-22",65,153.93804,1,0.00649612012729277,"2014-09-22",52,2000,7,0.0035,0.00299612012729277,0.00999612012729277,0.510308173550754,58.5,"neutral","fusiform","carnivore"
"124",137,161,"KL-W7","Continuous",50,10,52.8076923076923,"Perciformes","Lutjanidae","Lutjanus analis","mutton snapper","6",1,0,"demersal","solitary",94,"cryptic",0,"2014-09-22",65,153.93804,1,0.00649612012729277,"2014-09-22",52,2000,4,0.002,0.00449612012729277,0.00849612012729277,0.915773281658918,58.5,"silvering","fusiform","invertivore"
"125",138,161,"KL-W7","Continuous",50,10,52.8076923076923,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","3",1,1,"demersal","solitary",33,"conspicuous",1,"2014-09-22",65,153.93804,0,0,"2014-09-22",52,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,58.5,"neutral","fusiform","carnivore"
"126",140,161,"KL-W7","Continuous",50,10,52.8076923076923,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","5",1,1,"demersal","solitary",33,"conspicuous",1,"2014-09-22",65,153.93804,0,0,"2014-09-22",52,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,58.5,"neutral","fusiform","carnivore"
"127",141,161,"KL-W7","Continuous",50,10,52.8076923076923,"Perciformes","Epinephelidae","Mycteroperca bonaci","black grouper","6",1,0,"demersal","solitary",152,"none",1,"2014-09-22",65,153.93804,0,0,"2014-09-22",52,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,58.5,"neutral","fusiform","carnivore"
"128",142,161,"KL-W7","Continuous",50,10,52.8076923076923,"Perciformes","Epinephelidae","Cephalopholis fulva","coney","4",1,1,"demersal","solitary",41,"conspicuous",1,"2014-09-22",65,153.93804,0,0,"2014-09-22",52,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,58.5,"neutral","fusiform","carnivore"
"129",143,161,"KL-W7","Continuous",50,10,52.8076923076923,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","1",1,1,"demersal","solitary",33,"conspicuous",1,"2014-09-22",65,153.93804,0,0,"2014-09-22",52,2000,2,0.001,-0.001,0.001,-0.693147180559945,58.5,"neutral","fusiform","carnivore"
"130",144,161,"KL-W7","Continuous",50,10,52.8076923076923,"Scorpaeniformes","Scorpaenidae","Pterois volitans","lionfish","5",1,1,"demersal","solitary",45.7,"conspicuous",1,"2014-09-22",65,153.93804,0,0,"2014-09-22",52,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,58.5,"neutral","fusiform","carnivore"
"131",145,161,"KL-W7","Continuous",50,10,52.8076923076923,"Anguilliformes","Muraenidae","Gymnothorax moringa","spotted moray","6",1,0,"benthic","solitary",200,"conspicuous",1,"2014-09-22",65,153.93804,0,0,"2014-09-22",52,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,58.5,"camouflage","anguilliform","carnivore"
"133",148,162,"DANGER 88","Patch",20,0,70.5,"Scorpaeniformes","Scorpaenidae","Scorpaena plumieri","spotted scorpionfish","5",1,0,"demersal","solitary",50,"cryptic",1,"2014-09-24",15,12.56637061,0,0,"2014-09-24",8,283.5,1,0.00352733686067019,-0.00352733686067019,0.00352733686067019,-1.51013387714339,11.5,"camouflage","fusiform","carnivore"
"134",149,164,"KL-P4","Patch",35,10,28.9333333333333,"Scorpaeniformes","Scorpaenidae","Pterois volitans","lionfish","5",1,1,"demersal","solitary",45.7,"conspicuous",1,"2014-09-24",13,28.27433388,1,0.0353677651344195,"2014-09-24",15,576,1,0.00173611111111111,0.0336316540233084,0.0371038762455306,2.5871451993389,14,"neutral","fusiform","carnivore"
"135",151,164,"KL-P4","Patch",35,10,28.9333333333333,"Scorpaeniformes","Scorpaenidae","Pterois volitans","lionfish","4",1,1,"demersal","solitary",45.7,"conspicuous",1,"2014-09-24",13,28.27433388,0,0,"2014-09-24",15,576,1,0.00173611111111111,-0.00173611111111111,0.00173611111111111,-1.00653760972193,14,"neutral","fusiform","carnivore"
"136",152,165,"KL-W2","Continuous",35,5,30.6,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","3",1,1,"demersal","solitary",33,"conspicuous",1,"2014-09-24",68,153.93804,1,0.00649612012729277,"2014-09-24",57.5,2000,4,0.002,0.00449612012729277,0.00849612012729277,0.915773281658918,62.75,"neutral","fusiform","carnivore"
"138",154,165,"KL-W2","Continuous",35,5,30.6,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","2",1,1,"demersal","solitary",33,"conspicuous",1,"2014-09-24",68,153.93804,0,0,"2014-09-24",57.5,2000,4,0.002,-0.002,0.002,-1.09861228866811,62.75,"neutral","fusiform","carnivore"
"139",155,165,"KL-W2","Continuous",35,5,30.6,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","4",1,1,"demersal","solitary",33,"conspicuous",1,"2014-09-24",68,153.93804,0,0,"2014-09-24",57.5,2000,6,0.003,-0.003,0.003,-1.38629436111989,62.75,"neutral","fusiform","carnivore"
"140",156,165,"KL-W2","Continuous",35,5,30.6,"Perciformes","Epinephelidae","Rypticus saponaceus","greater soapfish","5",1,0,"demersal","solitary",35,"none",1,"2014-09-24",68,153.93804,0,0,"2014-09-24",57.5,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,62.75,"neutral","fusiform","carnivore"
"141",157,165,"KL-W2","Continuous",35,5,30.6,"Perciformes","Lutjanidae","Lutjanus analis","mutton snapper","6",1,0,"demersal","solitary",94,"cryptic",0,"2014-09-24",68,153.93804,0,0,"2014-09-24",57.5,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,62.75,"silvering","fusiform","invertivore"
"142",158,166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Lutjanidae","Lutjanus analis","mutton snapper","6",1,0,"demersal","solitary",94,"cryptic",0,"2014-09-24",65,153.93804,1,0.00649612012729277,"2014-09-24",57.5,2000,1,5e-04,0.00599612012729277,0.00699612012729277,1.60892046221886,61.25,"silvering","fusiform","invertivore"
"143",159,166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Epinephelidae","Mycteroperca bonaci","black grouper","6",1,0,"demersal","solitary",152,"none",1,"2014-09-24",65,153.93804,1,0.00649612012729277,"2014-09-24",57.5,2000,2,0.001,0.00549612012729277,0.00749612012729277,1.32123838976708,61.25,"neutral","fusiform","carnivore"
"144",160,166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Sphyraenidae","Sphyraena barracuda","barracuda","6",1,0,"demersal","solitary",180,"cryptic",0,"2014-09-24",65,153.93804,1,0.00649612012729277,"2014-09-24",57.5,2000,0,0,0.00649612012729277,0.00649612012729277,2.01438557032703,61.25,"silvering","elongated","carnivore"
"145",161,166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","3",1,1,"demersal","solitary",33,"conspicuous",1,"2014-09-24",65,153.93804,1,0.00649612012729277,"2014-09-24",57.5,2000,2,0.001,0.00549612012729277,0.00749612012729277,1.32123838976708,61.25,"neutral","fusiform","carnivore"
"146",163,166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","2",1,1,"demersal","solitary",33,"conspicuous",1,"2014-09-24",65,153.93804,0,0,"2014-09-24",57.5,2000,7,0.0035,-0.0035,0.0035,-1.50407739677627,61.25,"neutral","fusiform","carnivore"
"147",164,166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Epinephelidae","Epinephelus striatus","nassau grouper","6",1,0,"demersal","solitary",100,"conspicuous",1,"2014-09-24",65,153.93804,0,0,"2014-09-24",57.5,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,61.25,"neutral","fusiform","carnivore"
"148",166,166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Epinephelidae","Cephalopholis fulva","coney","6",1,1,"demersal","solitary",41,"conspicuous",1,"2014-09-24",65,153.93804,0,0,"2014-09-24",57.5,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,61.25,"neutral","fusiform","carnivore"
"149",167,166,"KL-W8","Continuous",40,10,28.7692307692308,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","4",1,1,"demersal","solitary",33,"conspicuous",1,"2014-09-24",65,153.93804,0,0,"2014-09-24",57.5,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,61.25,"neutral","fusiform","carnivore"
"151",169,168,"KL-P11","Patch",50,5,33.76,"Perciformes","Epinephelidae","Mycteroperca bonaci","black grouper","3",1,0,"demersal","solitary",152,"none",1,"2014-09-25",10,28.27433388,0,0,"2014-09-25",10,1197,1,0.000835421888053467,-0.000835421888053467,0.000835421888053467,-0.607274366826637,10,"neutral","fusiform","carnivore"
"152",170,168,"KL-P11","Patch",50,5,33.76,"Perciformes","Epinephelidae","Mycteroperca bonaci","black grouper","6",1,0,"demersal","solitary",152,"none",1,"2014-09-25",10,28.27433388,0,0,"2014-09-25",10,1197,1,0.000835421888053467,-0.000835421888053467,0.000835421888053467,-0.607274366826637,10,"neutral","fusiform","carnivore"
"153",171,168,"KL-P11","Patch",50,5,33.76,"Perciformes","Epinephelidae","Mycteroperca microlepis","gag grouper","6",1,0,"demersal","solitary",145,"none",1,"2014-09-25",10,28.27433388,0,0,"2014-09-25",10,1197,1,0.000835421888053467,-0.000835421888053467,0.000835421888053467,-0.607274366826637,10,"neutral","fusiform","carnivore"
"154",172,168,"KL-P11","Patch",50,5,33.76,"Anguilliformes","Muraenidae","Gymnothorax funebris","green moray","6",1,1,"demersal","solitary",250,"none",1,"2014-09-25",10,28.27433388,0,0,"2014-09-25",10,1197,1,0.000835421888053467,-0.000835421888053467,0.000835421888053467,-0.607274366826637,10,"neutral","anguilliform","carnivore"
"155",173,168,"KL-P11","Patch",50,5,33.76,"Scorpaeniformes","Scorpaenidae","Pterois volitans","lionfish","4",1,1,"demersal","solitary",45.7,"conspicuous",1,"2014-09-25",10,28.27433388,0,0,"2014-09-25",10,1197,1,0.000835421888053467,-0.000835421888053467,0.000835421888053467,-0.607274366826637,10,"neutral","fusiform","carnivore"
"156",174,168,"KL-P11","Patch",50,5,33.76,"Scorpaeniformes","Scorpaenidae","Pterois volitans","lionfish","5",1,1,"demersal","solitary",45.7,"conspicuous",1,"2014-09-25",10,28.27433388,0,0,"2014-09-25",10,1197,2,0.00167084377610693,-0.00167084377610693,0.00167084377610693,-0.982394443501868,10,"neutral","fusiform","carnivore"
"157",175,168,"KL-P11","Patch",50,5,33.76,"Anguilliformes","Muraenidae","Gymnothorax moringa","spotted moray","6",1,0,"benthic","solitary",200,"conspicuous",1,"2014-09-25",10,28.27433388,0,0,"2014-09-25",10,1197,1,0.000835421888053467,-0.000835421888053467,0.000835421888053467,-0.607274366826637,10,"camouflage","anguilliform","carnivore"
"159",177,169,"KL-P13","Patch",40,15,29.0357142857143,"Perciformes","Epinephelidae","Mycteroperca bonaci","black grouper","3",1,0,"demersal","solitary",152,"none",1,"2014-09-25",10,78.53981634,1,0.0127323954473103,"2014-09-25",10,1881,0,0,0.0127323954473103,0.0127323954473103,2.61975767268374,10,"neutral","fusiform","carnivore"
"160",178,169,"KL-P13","Patch",40,15,29.0357142857143,"Perciformes","Epinephelidae","Mycteroperca microlepis","gag grouper","6",1,0,"demersal","solitary",145,"none",1,"2014-09-25",10,78.53981634,1,0.0127323954473103,"2014-09-25",10,1881,2,0.00106326422115896,0.0116691312261513,0.0137956596684692,1.89546837061586,10,"neutral","fusiform","carnivore"
